Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
IDA total;IDA;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;;;;;;;;;3,60325945;3,974424545;3,643100293;3,437758;3,805239307;3,249270986;3,20330794;4,255858001;4,180166027;4,137627467;4,233507919;4,060593337;3,901532712;3,458892983;3,542000685;3,893498288;3,994055752;3,763286439;3,646643639;3,166978069;3,1154187;3,103606804;3,273296367;3,378136594;3,12780208;3,119835126;2,929344884;2,276867545;1,978510248;1,862630208;1,983467651;2,626875598;2,434882008;2,326203568;2,321661854;2,10119884;2,132921344;1,886822575;1,768390825;1,817479662;1,833529825;1,859889662;1,612691764;1,504332729;1,519846274;1,481630194;1,460590136;1,516691546;1,511081684;1,536594624;1,531627738;1,397675689;1,477141064;1,56111046;1,423844009;1,42435949
IDA blend;IDB;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;2,214581866;2,213706419;2,10257004;2,12488282;2,221915896;3,244592854;3,524415368;4,842201429;5,751787627;6,530106376;4,973806256;4,808418416;5,019826211;4,673408241;4,21687257;6,253043237;5,193573239;5,369332518;5,091058595;4,588270874;3,848941175;3,211953741;3,092322146;3,306277463;3,108986972;2,965311696;3,15928449;3,071794829;3,225341093;3,192299656;3,034044575;3,027090822;3,14402386;3,090767973;2,519051122;1,980080857;1,778758085;1,648455516;1,588206534;2,585739882;2,390697104;2,269694414;2,388608549;2,166181943;2,094084105;1,874879045;1,625107696;1,584883672;1,563688856;1,525775531;1,381823626;1,380306074;1,397249214;1,343455474;1,306992065;1,40855527;1,594729622;1,706496144;1,846421505;1,552107884;1,640488542;1,843231906;1,569044713;1,517781275
Indonesia;IDN;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;;;;;;;;;;;;;;;2,705920807;3,492189045;3,421867625;3,206089202;3,163193529;3,020258919;2,917217691;2,884622001;2,90192827;2,39812942;2,285420259;2,170599354;2,009765396;1,72218767;1,530841059;1,389136341;1,41049292;1,324064184;1,356876007;1,223557809;1,266155617;1,226309861;1,264392528;1,497741738;1,019116844;0,810812654;0,684483764;0,572792653;0,700120209;0,909285037;0,945714622;0,750789394;0,658702778;0,712361931;0,578945804;0,571133892;0,617587092;0,653776703;0,711549473;0,918769839;0,777855178;0,882266734;0,792220213;0,865191376;0,71892819;0,728563744;0,886277729;0,741528496;0,767998661;0,67754107
IDA only;IDX;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;;;;;;;;;;;;;;2,398272424;2,514768556;2,949947912;3,322858322;3,165613291;3,606681219;3,641950057;3,950272765;3,878002097;4,289487825;4,667384965;4,917688158;4,578063468;4,072785137;3,249511344;3,025008019;3,025394764;3,437501398;3,611669228;3,115100098;3,141321796;3,315696633;2,687710591;2,268007084;2,170760039;2,58536412;2,66060439;2,475107304;2,380940317;2,254529987;2,04313537;2,167877628;1,898178678;1,92292134;2,06615884;2,092829047;2,149623958;1,844874329;1,639407646;1,646887483;1,620825;1,618304651;1,620076551;1,441582936;1,400279821;1,264319882;1,277997303;1,3615031;1,363066845;1,317209996;1,367995557
Isle of Man;IMN;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
India;IND;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;2,004012346;2,074359721;2,745400433;4,025306026;3,81923698;3,871414914;3,572370646;3,223923721;3,245568585;3,140814558;3,18518304;3,652453524;3,717947461;3,158643767;3,202826324;3,534598781;3,477883143;3,162771937;3,126331702;3,261328658;3,13378133;3,186248122;3,345117666;3,32306866;3,416875594;3,569030278;4,106468681;4,231317527;3,728671783;3,534179728;3,14621461;2,909974328;2,704839706;2,823542246;2,664673727;2,578483572;2,472768225;2,647732426;2,727311417;2,957195647;2,948929906;2,924435546;2,82686683;2,677776932;2,828752248;2,910587502;2,68038156;2,478246528;2,631460781;3,129384727;2,889463272;2,704482223;2,618166348;2,54882489;2,543981765;2,457450061;2,543151521;2,531511361;2,424284526;2,545998231;2,807193874;2,480388705;2,363926577;2,443050765
Not classified;INX;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ireland;IRL;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,330386743;1,320142085;1,290219976;1,242817134;1,303207865;1,326908055;1,234360458;1,187126848;1,132851299;1,099280371;1,158609296;1,243945132;1,328811011;1,312694901;1,406932356;1,625958967;1,615162499;1,52517744;1,483083547;1,582200567;1,665267012;1,580606618;1,591236948;1,492631233;1,412439425;1,416044204;1,423205265;1,282300247;1,199434153;1,105476119;1,203503284;1,253935313;1,20411855;1,139225149;1,108732591;1,014359388;0,989927159;0,924066127;0,823869516;0,750676499;0,695697742;0,703517156;0,63401372;0,587540936;0,568322292;0,540612699;0,513151244;0,508754794;0,57698782;0,601169021;0,574760722;0,544395814;0,514158094;0,502326938;0,459917414;0,341167624;0,335786648;0,306034627;0,2864635;0,278905402;0,267555214;0,246964923;0,218652665;0,216857883
Iran, Islamic Rep.;IRN;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;2,294908833;2,346642182;2,307410877;2,590356964;2,881826748;3,249524904;3,818995368;4,457991761;5,176363591;5,969054196;5,856903291;3,047012478;2,275370278;1,864705419;8,750350248;12,06919291;11,24797233;10,18983015;11,11320509;5,797247028;5,343150185;8,190380823;7,906890638;7,09708065;6,354853844;6,51241844;6,079335975;5,889107789;6,269777621;4,557980493;2,942650125;2,169707967;1,789305444;1,700361202;2,073010005;2,154165885;2,244864511;2,498874725;2,629079248;2,404551738;2,295042222;2,418179297;2,174576366;2,405040265;2,834557805;3,036654498;3,3151938;2,653982821;2,683341921;3,047705549;2,786548061;2,381634543;2,686608468;2,180771909;2,116557061;2,557090807;2,796435563;2,84433845;2,243434496;2,110689062;2,167920054;2,216287589;2,111552074;2,061403698
Iraq;IRQ;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;7,050631859;6,851398869;6,910816619;8,250884643;7,956513894;8,873266564;8,520558376;8,427062374;9,220854004;11,38008475;11,16822612;10,51611103;10,64109237;12,25836203;12,49481942;11,67462212;11,16310017;9,812813426;8,117759415;6,148767876;5,511524667;10,82953444;;;;;;;;;;;;;;;;;;;;;;;1,675589368;2,242580305;1,897571722;2,239928025;2,367759824;2,899140076;2,70935228;2,30344022;1,899568366;3,315830961;2,950613991;5,41292532;3,563305814;3,862344256;2,788104308;3,294591288;3,132321736;2,309113575;1,805718934;2,073162775
Iceland;ISL;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Israel;ISR;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;7,460248312;7,865016263;9,16079196;9,753574116;8,984626962;8,569153776;9,434673367;15,44251447;17,42801472;19,08931699;23,44705632;22,79980348;20,37101884;27,85609265;27,65528644;30,46380279;29,2455931;23,08721334;22,89113498;19,38469319;18,91933663;20,26226862;18,38821008;15,54688868;16,18222892;16,60064353;14,76771288;16,90014495;15,94709456;12,44573265;12,36268619;15,58698291;10,92507753;11,52324399;10,11996584;7,918743906;7,729654187;7,47926786;6,980216666;6,530123302;6,297164983;6,508063123;6,59401334;6,486405973;6,358035113;6,26491269;6,049564455;6,367865558;6,391801097;6,148111929;5,936345029;5,769619827;5,64197274;5,458969055;5,647196801;5,436335947;5,434059981;5,445523572;5,304525825;5,088474268;5,29504519;4,964028431;4,455739969;5,317411534
Italy;ITA;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;2,713825988;2,573869075;2,633838357;2,753437954;2,727355898;2,747580162;2,988719981;2,76774694;2,648961592;2,422400827;2,058210054;2,238970947;2,391176016;2,195817414;2,070626774;1,975232168;1,828143669;1,890808512;1,879755105;1,873959467;1,763643237;1,821112506;2,005372903;2,01650142;2,008607774;1,93636892;1,977142642;2,060353644;2,072857459;2,02642732;1,880798413;1,858852684;1,751976983;1,786767973;1,71374276;1,467843143;1,588492279;1,626692799;1,644508879;1,683299798;1,741059504;1,679364738;1,706187246;1,708995537;1,68267327;1,600968764;1,521343326;1,447052519;1,535674797;1,554210702;1,500494576;1,475956597;1,426924977;1,399020419;1,282969654;1,208228326;1,334835252;1,357370559;1,359290935;1,311509625;1,738983981;1,681262242;1,694557522;1,605782893
Jamaica;JAM;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;;;;;;;;;;;;;;;;;0,925307818;0,941001252;;;;1,50794249;1,62772068;1,385989247;1,059731795;0,891059849;0,853933329;0,770446354;0,807990672;0,929262992;0,840785086;0,758524568;1,107838246;0,82190641;0,629920603;0,538709243;0,567656627;0,655054827;0,544947829;0,511051526;0,486319761;0,50435895;0,585431034;0,581596298;0,535969968;0,527663695;0,608922319;0,65245791;0,953354274;0,947227445;0,874179484;0,925165753;0,929536057;0,898967964;0,872784217;0,872353476;0,954831298;0,973433068;1,332846796;1,681525782;1,706470699;1,466768678;1,289999447;1,224353131
Jordan;JOR;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;20,39674466;16,50707744;18,14550042;17,11851278;14,84217596;13,40990453;19,49426112;23,49246231;24,06381857;;18,50802644;17,15296198;18,35518474;18,66515837;17,50998668;15,24663677;17,24101458;12,52929538;11,71749276;12,21380261;10,64587859;10,00897356;9,939695142;9,850838161;9,216300284;10,04810913;9,774560256;9,577580589;9,363614696;9,070780953;7,751067583;9,973089562;6,924248719;6,977109417;6,539457019;4,454248505;6,026917517;6,131506209;6,274621651;6,282233221;6,256556426;5,893078535;5,446014467;6,001059482;5,141721289;4,79532279;4,659324009;5,851282566;5,994971561;6,39138388;5,741499828;5,401641631;4,655720907;4,19373982;4,203452619;4,185162947;4,435506301;4,684353741;4,560090871;4,566237503;4,717575676;4,824773769;4,896258774;4,905378495
Japan;JPN;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,080594889;0,916660202;0,882981584;0,902911616;0,875046122;0,89971399;0,879421011;0,836230313;0,793866529;0,772551017;0,773230313;0,824119314;0,842475302;0,815014489;0,862068323;0,907387057;0,891651108;0,890681062;0,891286374;0,907392111;0,906794213;0,916648153;0,926375567;0,952297427;0,958404159;0,959397914;0,962811252;0,965510913;0,949708859;0,940781036;0,941791766;0,940821904;0,94831244;0,950663825;0,9228718;0,916876617;0,911247076;0,920437898;0,938594775;0,945248337;0,91598561;0,931672842;0,94035754;0,94004661;0,926604016;0,9169168;0,902988432;0,884987382;0,907855046;0,972969566;0,949032561;0,97482355;0,956761842;0,940538501;0,957800922;0,947283519;0,929516816;0,913229492;0,962497357;0,992231466;1,01744793;1,017010793;1,10588643;1,196069915
Kazakhstan;KAZ;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,062620209;0,838731749;1,032421663;1,20199446;1,112939006;1,149738283;0,819607059;0,78464508;0,999817479;0,998337702;1,029927459;0,988239741;1,036321239;0,978998796;1,296876822;1,154668506;1,103033241;1,014415565;0,936513585;1,046906371;1,078084604;1,041692133;1,109721547;0,933551765;0,831894968;0,835625758;1,020916367;0,907188676;0,819281684;0,51743585;0,480059037
Kenya;KEN;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;0,327317764;0,11299435;0,077319588;0,206489676;0,58988764;0,990334781;1,133268482;1,304993715;1,218342887;1,080069124;1,057483259;1,227715064;1,541811847;1,659278024;1,777002556;1,878902554;2,484742978;3,740175541;5,199292155;5,501605847;4,515319835;4,225324839;4,572783179;4,195233924;3,476912474;2,375757456;2,50357532;3,133743491;2,945553395;2,740851686;2,888214958;2,35425809;1,900746762;1,837741595;1,641252808;1,646716231;1,417954703;1,340638598;1,220122519;1,186974148;1,313742032;1,504754902;1,632407811;1,650099843;1,614194237;1,690587014;1,45517741;1,54791228;1,615850294;1,365075717;1,369985258;1,379743046;1,48957729;1,395396508;1,199433367;1,203169408;1,247309801;1,237594001;1,207385368;1,112571179;1,108434196;1,077200252;1,0102052;0,905816835
Kyrgyz Republic;KGZ;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,852955679;0,825055559;1,090281591;1,790516937;1,547980068;1,763018686;1,590634088;1,851247589;1,882678682;1,454422566;1,615087079;1,696728798;1,683306778;1,614401811;1,665639507;1,338821859;1,18919891;1,433109918;1,611018527;1,394428004;1,627972215;1,622360822;1,713569023;1,752024087;1,697389571;1,576011089;1,537258862;1,375916892;1,577174999;2,840273088;3,053051955;3,621908071
Cambodia;KHM;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;1,146850882;1,574245346;1,278203562;1,992453582;2,071375594;2,327896585;3,145933014;1,761289499;3,8423429;3,577310579;3,238454583;3,003361162;2,6620479;2,510029082;2,20981321;1,774810531;1,519617405;1,447518851;1,296742212;1,127579071;1,04310008;0,914612028;0,798217508;1,313127999;1,493096881;1,497788708;1,547939822;1,575896014;1,656794879;1,801622621;1,90988363;2,067355727;2,208442429;2,196481303;2,395559548;2,321957136;2,090061602;2,089682806
Kiribati;KIR;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
St. Kitts and Nevis;KNA;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Korea, Rep.;KOR;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;7,157548334;6,726149623;6,867196368;4,823859087;4,134439601;4,410474878;4,688873693;4,68514254;4,730641797;4,694394892;4,403346543;4,734988606;5,010068079;4,034732164;4,541445628;4,878716477;5,908155684;6,034939121;6,371450619;5,525876568;6,398772113;6,415857298;6,240894485;5,726813608;5,254535393;5,225531685;4,948256251;4,46860555;4,281215938;4,290235295;4,002304289;3,711127841;3,69027269;3,417894838;3,192752669;2,892332986;2,743479663;2,663387808;2,794442004;2,49257722;2,45731752;2,427877741;2,315474377;2,328664618;2,331064888;2,467282737;2,48836867;2,469638856;2,489402769;2,603514106;2,462719203;2,472955581;2,499299881;2,503009023;2,529935781;2,494981365;2,459577881;2,421489001;2,496843576;2,671299217;2,803321622;2,797473414;2,769507949;2,812045627
Kuwait;KWT;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;;;;;;;;;;;2,392787524;1,892185239;2,038934426;2,524937656;3,279118573;;;5,293682132;4,760787992;3,548528126;3,313990974;4,127006677;5,954296749;6,830511261;6,754863813;6,434108527;7,236209879;5,976255415;8,236618742;8,539829203;48,51726727;117,3498232;31,78602445;12,44021918;13,25923878;13,58158131;10,29264847;8,086475871;8,796559793;7,590223879;7,150148657;7,700626085;7,39919407;6,54392425;5,804460886;4,343025942;3,542645786;3,590326759;3,006072721;3,971806323;3,756148142;3,501397266;3,41374158;3,271531827;3,585618421;5,007469397;5,893519443;5,607445364;5,190854737;5,421005984;6,567730005;6,590302545;4,727843723;4,895728613
Latin America & Caribbean (excluding high income);LAC;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,928321149;1,779125216;2,152675677;1,86485864;1,575791844;1,84321011;1,807668366;1,954128566;1,757147316;1,80744815;1,933215611;1,897219474;1,793952569;1,724802441;1,60383697;1,763076015;2,038238354;2,060672393;2,11442141;1,787140688;1,344319514;1,369840143;1,472082594;1,576058362;1,447105699;1,486792699;1,479092042;1,710930363;1,723068008;1,946395257;1,681257319;1,370679708;1,214784966;1,260415007;1,388287323;1,53091031;1,467788292;1,280876077;1,324583405;1,231206469;1,186096403;1,227119342;1,166910731;1,074127814;1,046345553;1,106275713;1,071609298;1,141051212;1,188712006;1,377339235;1,349459474;1,247882265;1,264656824;1,256422322;1,245160897;1,209523105;1,196277704;1,218338529;1,227210122;1,165354575;1,234703262;1,100182787;1,037851287;1,001838705
Lao PDR;LAO;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,67531237;8,107511278;7,522004062;5,834195587;4,186706844;3,839007037;2,594217254;1,057742579;0,791543217;0,717115235;0,583934898;0,492156926;0,433725286;0,392508609;0,343162745;0,312173796;0,273820907;0,217194753;0,204567129;0,212126552;0,199455065;0,189895182;;;;;;;;;;
Lebanon;LBN;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;;;;;3,65625;3,888731195;4,163434187;4,842931937;4,844371636;4,644030668;4,33621044;4,000740878;5,090337785;3,815289314;;;12,12490851;4,732284425;8,489601091;10,07174888;12,35714286;9,583333333;9,286451306;13,45562059;10,9687267;6,286976015;5,26383955;1,121846578;1,186578171;;7,551951343;5,154888674;7,983998316;6,011278768;6,997713166;6,711927989;5,661852427;4,305154639;4,023252256;4,770439292;5,392100304;5,447896245;4,753300903;4,675691109;4,514245069;4,478931727;4,576037849;4,632398404;4,001314491;4,020042001;4,126553124;4,058656606;3,989376345;4,165398139;4,678175228;4,486884345;5,062663113;4,505139801;4,851794579;4,242218385;3,032645417;3,366222464;2,918488863;8,913175817
Liberia;LBR;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;;;;;;1,177496729;1,145194274;1,168582375;1,101878613;0,993485342;1,098731043;1,185944363;1,100244499;0,968992248;0,934291581;0,952380952;1,072565778;1,151560178;1,240936977;1,154649306;1,491751492;3,112817484;5,017941891;4,706096672;2,940483206;2,95430518;2,895362663;2,287212171;2,407781951;;;7,183908046;10,13422819;18,98379052;29,72768533;;;;;;;;;;0,634351669;0,856442096;0,476173999;0,311075183;0,497952236;0,651749771;0,816738926;1,05878497;1,182027432;1,081236773;1,032529165;1,051498096;1,062638322;0,94000927;0,938216027;0,940305254;0,97340596;2,012693783;2,488535049;2,29838718
Libya;LBY;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;1,592;1,855072464;3,104166667;2,407942238;1,84375;1,857142857;2,914923291;3,360946746;2,855946399;3,762886598;6,072931276;5,322679779;3,709677419;3,984861977;3,291269637;2,253968254;1,968616262;2,463994447;3,799226442;3,220749426;2,922364358;1,755113763;2,240525777;;;;;;;;;;;;;;;4,078026716;5,297441532;3,783860245;3,146863674;2,413507858;2,06923852;2,072048072;2,071074457;1,52811116;1,120335406;0,946677517;1,489851081;;;;3,745603827;7,639330848;15,4795763;;;;;;;;;
St. Lucia;LCA;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Latin America & Caribbean;LCN;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;2,184658769;1,877880387;2,227229198;2,004498539;1,71510666;1,968067319;1,929835378;2,071103932;1,865767922;1,877420947;2,101211193;2,226912955;2,155815158;2,085236808;1,940482715;1,952131458;2,1409419;2,222745821;2,258012907;1,981049431;1,620066288;1,672723632;1,795275294;1,936723946;1,720005831;1,641153134;1,651616753;1,838036338;1,823858654;2,055565633;1,738800549;1,453106543;1,3063879;1,358959421;1,44436801;1,583208474;1,503239822;1,360886178;1,391751301;1,31127634;1,272255606;1,302477194;1,222860545;1,147035684;1,136980367;1,2130182;1,196565167;1,242135893;1,289813709;1,403055232;1,362790309;1,285689761;1,306302194;1,317951104;1,2713211;1,248896607;1,239465864;1,261604052;1,271234302;1,21134642;1,293406035;1,146154269;1,072592335;1,0463448
Least developed countries: UN classification;LDC;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;;;;;;;;;;;;;;1,622687778;1,718835609;1,787325285;2,172137122;2,255848204;2,745050152;2,751380292;2,660241163;2,675294879;2,740160656;;3,219809053;2,797009212;3,01564857;4,142077242;4,316892005;4,533622509;4,553713773;3,681244908;3,077884725;3,697899505;3,450131876;2,33519674;1,993757662;2,091429234;2,267149967;2,93546024;2,331601698;2,173898992;2,052490857;1,941091879;2,150855716;1,947729889;2,116926214;2,184636721;2,356977264;2,459055193;2,077709518;1,981948813;2,002021802;2,169416543;2,151518488;1,822311159;1,565710361;1,532199099;1,352854575;1,353794275;1,445158343;1,429177232;1,387551406;1,427610083
Low income;LIC;Military expenditure (% of GDP);MS.MIL.XPND.GD.ZS;;;;;2,415898289;;2,073282067;;2,769443758;2,79360571;2,789192207;2,538858427;2,940984165;3,161776183;3,324530419;4,28361224;4,348387155;3,919711897;3,984516573;4,582003357;7,113287877;6,476700809;7,509186804;7,484904977;8,027918619;7,304770279;6,413498269;4,92430275;4,868263861;;5,280754107;5,393492601;5,003107223;4,885976044;5,199815423;3,318711958;2,886042505;2,898487587;3,632809809;4,156375593;3,438441853;3,544174893;3,486619401;3,145088534;3,380172233;2,752241816;2,800844942;2,928414713;3,007087515;3,046259096;2,570750943;;1,881959064;1,978989176;1,805447452;1,640859842;1,278889945;1,365833365;1,177569059;1,237216246;1,348514551;1,325814505;1,428924617;1,544790279
